#depth cm	Temp K	Htot erg/cm3/s	Ctot erg/cm3/s	cool fracs
5.00000e-01	1.4125e+07	3.1137e-30	2.2690e-23	FF c 0.0	0.4227457	Fe22 0.0	0.0857824	Fe23 0.0	0.0832401	Fe21 0.0	0.0760780	Hvin 0.0	0.0560039 
5.00000e-01	1.5849e+07	2.7824e-30	2.0577e-23	FF c 0.0	0.4919627	Fe23 0.0	0.0899433	Fe22 0.0	0.0692441	Fe24 0.0	0.0535864	Fe21 0.0	0.0466347 
5.00000e-01	1.7783e+07	2.4583e-30	1.9037e-23	FF c 0.0	0.5611243	Fe23 0.0	0.0812009	Fe24 0.0	0.0645893	Fe22 0.0	0.0474153	Hvin 0.0	0.0371244 
5.00000e-01	1.9953e+07	2.1544e-30	1.8092e-23	FF c 0.0	0.6230050	Fe24 0.0	0.0682909	Fe23 0.0	0.0654196	Hvin 0.0	0.0302279	Fe22 0.0	0.0295336 
5.00000e-01	2.2387e+07	1.8800e-30	1.7618e-23	FF c 0.0	0.6750672	Fe24 0.0	0.0664915	Fe23 0.0	0.0493034	Hvin 0.0	0.0249602	Fe22 0.0	0.0174658 
5.00000e-01	2.5119e+07	1.6384e-30	1.7489e-23	FF c 0.0	0.7175797	Fe24 0.0	0.0615160	Fe23 0.0	0.0357687	Hvin 0.0	0.0209045	hvFB 0.0	0.0117976 
5.00000e-01	2.8184e+07	1.4284e-30	1.7624e-23	FF c 0.0	0.7514561	Fe24 0.0	0.0549794	Fe23 0.0	0.0253717	Hvin 0.0	0.0176695	ISclinHeFe 25.0	0.0159089 
5.00000e-01	3.1623e+07	1.2471e-30	1.7967e-23	FF c 0.0	0.7779270	Fe24 0.0	0.0478523	ISclinHeFe 25.0	0.0217904	Fe23 0.0	0.0177680	Hvin 0.0	0.0149794 
5.00000e-01	3.5481e+07	1.0905e-30	1.8473e-23	FF c 0.0	0.7986425	Fe24 0.0	0.0407090	ISclinHeFe 25.0	0.0280051	Hvin 0.0	0.0126646	Fe23 0.0	0.0123137 
5.00000e-01	3.9811e+07	9.5492e-31	1.9118e-23	FF c 0.0	0.8146669	ISclinHeFe 25.0	0.0339799	Fe24 0.0	0.0339540	Hvin 0.0	0.0106162	hvFB 0.0	0.0102099 
5.00000e-01	4.4668e+07	8.3658e-31	1.9875e-23	FF c 0.0	0.8274042	ISclinHeFe 25.0	0.0390883	Fe24 0.0	0.0277045	hvFB 0.0	0.0093980	Hvin 0.0	0.0087802 
5.00000e-01	5.0119e+07	7.3216e-31	2.0725e-23	FF c 0.0	0.8379388	ISclinHeFe 25.0	0.0427250	Fe24 0.0	0.0220433	eeff 0.0	0.0093947	hvFB 0.0	0.0084684 
5.00000e-01	5.6234e+07	6.3867e-31	2.1649e-23	FF c 0.0	0.8472468	ISclinHeFe 25.0	0.0444280	Fe24 0.0	0.0170616	eeff 0.0	0.0107088	IScionHeFe 25.0	0.0083655 
5.00000e-01	6.3096e+07	5.5367e-31	2.2637e-23	FF c 0.0	0.8560230	ISclinHeFe 25.0	0.0439783	Fe24 0.0	0.0128164	eeff 0.0	0.0121952	IScionHeFe 25.0	0.0091786 
5.00000e-01	7.0795e+07	4.7549e-31	2.3679e-23	FF c 0.0	0.8647402	ISclinHeFe 25.0	0.0414715	eeff 0.0	0.0138829	IScionHeFe 25.0	0.0095423	Fe24 0.0	0.0093243 
5.00000e-01	7.9433e+07	4.0339e-31	2.4773e-23	FF c 0.0	0.8735494	ISclinHeFe 25.0	0.0373043	eeff 0.0	0.0158008	IScionHeFe 25.0	0.0094158	ISclinH Fe 25.0	0.0086521 
5.00000e-01	8.9125e+07	3.3739e-31	2.5922e-23	FF c 0.0	0.8825350	ISclinHeFe 25.0	0.0320910	eeff 0.0	0.0179820	ISclinH Fe 25.0	0.0095319	IScionHeFe 25.0	0.0088440 
5.00000e-01	1.0000e+08	2.7801e-31	2.7141e-23	FF c 0.0	0.8912508	ISclinHeFe 25.0	0.0264908	eeff 0.0	0.0204522	ISclinH Fe 25.0	0.0099220	IScionHeFe 25.0	0.0079366 
5.00000e-01	1.1220e+08	2.2582e-31	2.8452e-23	FF c 0.0	0.8991575	eeff 0.0	0.0232357	ISclinHeFe 25.0	0.0210776	ISclinH Fe 25.0	0.0099844	IScionHeFe 25.0	0.0068367 
5.00000e-01	1.2589e+08	1.8109e-31	2.9865e-23	FF c 0.0	0.9061712	eeff 0.0	0.0263657	ISclinHeFe 25.0	0.0162539	ISclinH Fe 25.0	0.0094958	IScionH Fe 25.0	0.0061828 
